00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2012.6730000885448      36.46916     -121.04331    2.337     14.81911             71836995    SJBPK1012_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2019.5812239979705      36.46916     -121.04331    2.337     19.39052             73239781    SJBPK1012_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.5519414718681      36.69126     -121.41093    7.352      4.41316             21380069    SJBPK1013_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
2004.5597054619511      36.69126     -121.41093    7.352      9.52409             21380858    SJBPK1013_freq8-24Hz_maxdist3_coh9500   1.30      5.11093
2004.5597054619511      36.07602     -120.65077    0.561      5.11093             30057498    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.30      5.11093
2004.5597054619511      36.07602     -120.65077    0.561      9.52409             21379847    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
2004.5597054619511      36.07602     -120.65077    0.561     14.09550             21423624    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2005.0375856164383      36.07602     -120.65077    0.561     18.66691             21433424    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2005.3352191780823      36.07602     -120.65077    0.561     23.23832             21453749    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2005.5570629756469      36.07602     -120.65077    0.561     27.65148             21471357    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
2006.7674598554033      36.07602     -120.65077    0.561     32.58549             21541317    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.24      4.93401
2006.7674598554033      36.07602     -120.65077    0.561     37.15690             71320885    SJBPK1014_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.5482740399211      36.71213     -121.35761    2.796      4.46529             21379710    SJBPK1015_freq8-24Hz_maxdist3_coh9500   1.07      4.46529
2010.0793062214611      36.71213     -121.35761    2.796      9.06362             71345851    SJBPK1015_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2004.5390472260169      36.96012     -121.45128    4.847      5.29420             21378583    SJBPK1016_freq8-24Hz_maxdist3_coh9500   1.36      5.29420
