00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2004.4386205348108      35.93516     -120.48371    4.949      9.03857             21400869    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.05      4.41316
2004.7463855684578      35.93516     -120.48371    4.949     13.60998             21401071    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2004.7554275450314      35.93516     -120.48371    4.949     18.23539             21403510    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2004.7680213393037      35.93516     -120.48371    4.949     22.86079             21405044    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2004.8462014584597      35.93516     -120.48371    4.949     27.48620             21417374    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2004.8679066421271      35.93516     -120.48371    4.949     32.30568             21419445    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.20      4.81948
2004.8980424951933      35.93516     -120.48371    4.949     36.93108             21422393    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2004.9348822353775      35.93516     -120.48371    4.949     41.55649             21425795    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2004.9718289566890      35.93516     -120.48371    4.949     46.18190             21429022    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2005.0927251712328      35.93516     -120.48371    4.949     50.80730             21437317    SJBPK1009_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2013.1886352422628      36.06830     -121.04777   11.611      5.11093             71951505     SJBPK100_freq8-24Hz_maxdist3_coh9600   1.30      5.11093
2013.1951385400812      36.06830     -121.04777   11.611     10.85871             71953330     SJBPK100_freq8-24Hz_maxdist3_coh9600   1.50      5.74778
2004.4123868207346      36.98720     -121.46517    5.693      6.35112             21367733    SJBPK1010_freq8-24Hz_maxdist3_coh9600   1.67      6.35112
2004.4124047826856      36.98720     -121.46517    5.693     11.55287             30506134    SJBPK1010_freq8-24Hz_maxdist3_coh9600   1.33      5.20176
2004.4102224056364      36.93136     -121.53693    5.559      5.78163             21367570    SJBPK1011_freq8-24Hz_maxdist3_coh9600   1.51      5.78163
2013.9482090943684      36.93136     -121.53693    5.559     10.74469             72119855    SJBPK1011_freq8-24Hz_maxdist3_coh9600   1.25      4.96307
2004.4014794259765      36.97207     -121.42842    7.262      5.14103             21366739    SJBPK1012_freq8-24Hz_maxdist3_coh9600   1.31      5.14103
2018.3811580098934      36.97207     -121.42842    7.262      9.73936             73018225    SJBPK1012_freq8-24Hz_maxdist3_coh9600   1.12      4.59833
2004.3833834244081      36.57270     -121.11789    9.828      4.31072             21365324    SJBPK1013_freq8-24Hz_maxdist3_coh9600   1.01      4.31072
2004.3834122963469      36.57270     -121.11789    9.828      8.59621             21365328    SJBPK1013_freq8-24Hz_maxdist3_coh9600   1.00      4.28549
2004.3414418892937      36.44837     -121.02461    6.102      4.38733             21362415    SJBPK1014_freq8-24Hz_maxdist3_coh9600   1.04      4.38733
2007.0769396879757      36.44837     -121.02461    6.102      8.98566             51178152    SJBPK1014_freq8-24Hz_maxdist3_coh9600   1.12      4.59833
2018.4121953957383      36.44837     -121.02461    6.102     13.34730             73023371    SJBPK1014_freq8-24Hz_maxdist3_coh9600   1.03      4.36164
2000.4354573656649      36.49760     -121.07808    4.183      4.59833             30222014    SJBPK1015_freq8-24Hz_maxdist3_coh9600   1.12      4.59833
2004.3327648755312      36.49760     -121.07808    4.183      8.93444             21361597    SJBPK1015_freq8-24Hz_maxdist3_coh9600   1.02      4.33611
2004.3202780307629      36.52461     -121.08938    1.919      5.61436             21360485    SJBPK1016_freq8-24Hz_maxdist3_coh9600   1.46      5.61436
2004.4877909330096      36.52461     -121.08938    1.919     11.09839             21373284    SJBPK1016_freq8-24Hz_maxdist3_coh9600   1.42      5.48403
2004.3080371508804      36.96050     -121.58206    5.604      5.78163             21359565    SJBPK1017_freq8-24Hz_maxdist3_coh9600   1.51      5.78163
2019.6903729705732      36.96050     -121.58206    5.604     11.66600             73268310    SJBPK1017_freq8-24Hz_maxdist3_coh9600   1.54      5.88437
2004.3074912403865      36.57265     -121.25408   10.109      4.28549             21359512    SJBPK1018_freq8-24Hz_maxdist3_coh9600   1.00      4.28549
2004.4200735870775      36.57265     -121.25408   10.109      8.57097             21368241    SJBPK1018_freq8-24Hz_maxdist3_coh9600   1.00      4.28549
1999.1187746385083      37.08977     -122.03558    9.371      5.84992             30217085    SJBPK1019_freq8-24Hz_maxdist3_coh9600   1.53      5.84992
2004.3065877985225      37.08977     -122.03558    9.371     10.42133             21359477    SJBPK1019_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2013.1870248604769      36.86046     -121.59017    6.604     11.97430             71951230     SJBPK101_freq8-24Hz_maxdist3_coh9600   2.75     11.97430
2018.7821459601726      36.86046     -121.59017    6.604     24.16138             73096741     SJBPK101_freq8-24Hz_maxdist3_coh9600   2.78     12.18709
2004.2972484061931      37.26184     -121.98937    4.568      5.14103             21358901    SJBPK1020_freq8-24Hz_maxdist3_coh9600   1.31      5.14103
2004.2979042703905      37.26184     -121.98937    4.568     10.72252             21358945    SJBPK1020_freq8-24Hz_maxdist3_coh9600   1.45      5.58149
2004.2801385410341      36.00301     -120.56143    9.880      4.51804             21357630    SJBPK1021_freq8-24Hz_maxdist3_coh9600   1.09      4.51804
2004.7521402550092      36.00301     -120.56143    9.880      9.03608             21402426    SJBPK1021_freq8-24Hz_maxdist3_coh9600   1.09      4.51804
2004.8385067230824      36.00301     -120.56143    9.880     13.60749             21416692    SJBPK1021_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2004.8991953804898      36.00301     -120.56143    9.880     18.12552             21422530    SJBPK1021_freq8-24Hz_maxdist3_coh9600   1.09      4.51804
2005.0849737442923      36.00301     -120.56143    9.880     22.64356             21436697    SJBPK1021_freq8-24Hz_maxdist3_coh9600   1.09      4.51804
2004.2709837014268      36.96112     -121.58208    5.100      5.20176             21356821    SJBPK1022_freq8-24Hz_maxdist3_coh9600   1.33      5.20176
2004.2712925015180      36.96112     -121.58208    5.100      9.99302             21356839    SJBPK1022_freq8-24Hz_maxdist3_coh9600   1.19      4.79126
2004.2707561728396      37.30288     -122.23431    3.880      4.49159             21356797    SJBPK1023_freq8-24Hz_maxdist3_coh9600   1.08      4.49159
2004.2719339139344      37.30288     -122.23431    3.880     12.24602             21356894    SJBPK1023_freq8-24Hz_maxdist3_coh9600   2.01      7.75443
2004.2640696784558      36.76049     -121.39828    8.720      4.41316             21356197    SJBPK1024_freq8-24Hz_maxdist3_coh9600   1.05      4.41316
2004.2661315396681      36.76049     -121.39828    8.720     10.06058             30227332    SJBPK1024_freq8-24Hz_maxdist3_coh9600   1.47      5.64742
2004.2630551128314      36.00457     -120.56195    5.428      4.57141             21356119    SJBPK1025_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2004.8816180935034      36.00457     -120.56195    5.428      8.93305             21420797    SJBPK1025_freq8-24Hz_maxdist3_coh9600   1.03      4.36164
2004.2470734669096      36.96351     -121.58939    5.983      9.08657             21354880    SJBPK1026_freq8-24Hz_maxdist3_coh9600   2.28      9.08657
2005.4445260337393      36.96351     -121.58939    5.983     16.57257             21461912    SJBPK1026_freq8-24Hz_maxdist3_coh9600   1.95      7.48600
2004.2460555808541      35.94948     -120.49746   11.010      8.46837             21354834    SJBPK1027_freq8-24Hz_maxdist3_coh9600   2.16      8.46837
2007.6538199200913      35.94948     -120.49746   11.010     15.78061             51185980    SJBPK1027_freq8-24Hz_maxdist3_coh9600   1.91      7.31223
2004.2447910025805      35.89262     -120.43923   10.730      4.57141             21354702    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2004.7600292514167      35.89262     -120.43923   10.730      9.41927             21404866    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.21      4.84786
2004.8337421890812      35.89262     -120.43923   10.730     14.04467             21416208    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
2004.9029785531775      35.89262     -120.43923   10.730     18.64300             21422888    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.12      4.59833
2004.9601110605140      35.89262     -120.43923   10.730     24.06301             21427936    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.40      5.42001
2005.1483519152714      35.89262     -120.43923   10.730     29.48302             21441436    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.40      5.42001
2005.5123281329275      35.89262     -120.43923   10.730     34.41703             21467614    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.24      4.93401
2005.7470401445967      35.89262     -120.43923   10.730     39.58833             21486689    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.32      5.17130
2006.2499801496701      35.89262     -120.43923   10.730     44.15974             21511399    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2007.0773302257737      35.89262     -120.43923   10.730     48.54707             51178157    SJBPK1028_freq8-24Hz_maxdist3_coh9600   1.04      4.38733
1997.5446860096397      36.96416     -121.58864    6.386      4.84786             51015730    SJBPK1029_freq8-24Hz_maxdist3_coh9600   1.21      4.84786
1998.7372132483511      36.96416     -121.58864    6.386      9.52790             30199100    SJBPK1029_freq8-24Hz_maxdist3_coh9600   1.15      4.68004
2004.2314526411658      36.96416     -121.58864    6.386     14.43303             21353379    SJBPK1029_freq8-24Hz_maxdist3_coh9600   1.23      4.90512
2018.5762988647894      36.96416     -121.58864    6.386     19.45472             73060516    SJBPK1029_freq8-24Hz_maxdist3_coh9600   1.27      5.02169
2013.1288107559615      36.18311     -120.75510    5.213      4.28549             71938970     SJBPK102_freq8-24Hz_maxdist3_coh9600   1.00      4.28549
2016.8038924939283      36.18311     -120.75510    5.213      8.83013             72715371     SJBPK102_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2019.0738550228311      36.18311     -120.75510    5.213     13.26928             73137176     SJBPK102_freq8-24Hz_maxdist3_coh9600   1.06      4.43915
2004.2036413428457      36.18015     -120.75185    2.121      6.05968             21350594    SJBPK1030_freq8-24Hz_maxdist3_coh9600   1.59      6.05968
2011.4158471588025      36.18015     -120.75185    2.121     10.87916             71578685    SJBPK1030_freq8-24Hz_maxdist3_coh9600   1.20      4.81948
2014.7206978373922      36.18015     -120.75185    2.121     15.72702             72302816    SJBPK1030_freq8-24Hz_maxdist3_coh9600   1.21      4.84786
2018.4393969431760      36.18015     -120.75185    2.121     20.63215             73028221    SJBPK1030_freq8-24Hz_maxdist3_coh9600   1.23      4.90512
1995.8744061073060      36.68865     -121.32144    4.604      6.69576             30089889    SJBPK1031_freq8-24Hz_maxdist3_coh9600   1.76      6.69576
2004.1893436298319      36.68865     -121.32144    4.604     12.47739             21349272    SJBPK1031_freq8-24Hz_maxdist3_coh9600   1.51      5.78163
2019.8409462201928      36.68865     -121.32144    4.604     18.36176             73300465    SJBPK1031_freq8-24Hz_maxdist3_coh9600   1.54      5.88437
2004.1879055669399      36.23724     -120.79955    5.669      5.20176             21349089    SJBPK1032_freq8-24Hz_maxdist3_coh9600   1.33      5.20176
2005.3352672501269      36.23724     -120.79955    5.669      9.56340             21453751    SJBPK1032_freq8-24Hz_maxdist3_coh9600   1.03      4.36164
1993.9173566083207      35.91886     -120.46649    6.624      4.41316             30036449    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.05      4.41316
1995.6393335553018      35.91886     -120.46649    6.624      9.55419             30080992    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.31      5.14103
2004.1734620711900      35.91886     -120.46649    6.624     14.69522             21347683    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.31      5.14103
2004.7442224499089      35.91886     -120.46649    6.624     19.65828             21401197    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.25      4.96307
2004.7565987085104      35.91886     -120.46649    6.624     24.36589             21403262    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.16      4.70761
2004.8302854622041      35.91886     -120.46649    6.624     29.12910             21415938    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.18      4.76321
2005.1746286783359      35.91886     -120.46649    6.624     34.15079             21443346    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.27      5.02169
2010.8382763191273      35.91886     -120.46649    6.624     38.51244             71482996    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.03      4.36164
2018.2758766489092      35.91886     -120.46649    6.624     42.92560             72998326    SJBPK1033_freq8-24Hz_maxdist3_coh9600   1.05      4.41316
1995.5288748414509      36.01409     -120.57366    4.273      7.70904             30077122    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.00      7.70904
1998.7724635337393      36.01409     -120.57366    4.273     15.93241             30201261    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.11      8.22337
2004.1709337684679      36.01409     -120.57366    4.273     23.64144             21347440    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.00      7.70904
2004.7726660848007      36.01409     -120.57366    4.273     32.15969             21406213    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.17      8.51824
2005.1948658358701      36.01409     -120.57366    4.273     42.08285             30506788    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.43      9.92316
2006.0062571347032      36.01409     -120.57366    4.273     49.79188             21501812    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.00      7.70904
2006.5841578513446      36.01409     -120.57366    4.273     54.52721             21530240    SJBPK1034_freq8-24Hz_maxdist3_coh9600   1.17      4.73533
2006.6461265537798      36.01409     -120.57366    4.273     62.89672             21533832    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.14      8.36951
2007.4072453069507      36.01409     -120.57366    4.273     70.97651             51182366    SJBPK1034_freq8-24Hz_maxdist3_coh9600   2.08      8.07979
2012.4972049243574      36.01409     -120.57366    4.273     78.16106             71804670    SJBPK1034_freq8-24Hz_maxdist3_coh9600   1.88      7.18456
2013.8525419837647      36.01409     -120.57366    4.273     85.73549             72103196    SJBPK1034_freq8-24Hz_maxdist3_coh9600   1.97      7.57443
2016.9083464253188      36.01409     -120.57366    4.273     93.22150             72730290    SJBPK1034_freq8-24Hz_maxdist3_coh9600   1.95      7.48600
2017.7825586948250      36.01409     -120.57366    4.273     99.95669             72908471    SJBPK1034_freq8-24Hz_maxdist3_coh9600   1.77      6.73519
2019.0274740613902      36.01409     -120.57366    4.273    106.77144             73131811    SJBPK1034_freq8-24Hz_maxdist3_coh9600   1.79      6.81475
2004.1500213772515      36.96720     -121.60469    5.421      7.39861             21345662    SJBPK1035_freq8-24Hz_maxdist3_coh9600   1.93      7.39861
2011.3124493277523      36.96720     -121.60469    5.421     12.72398             71564996    SJBPK1035_freq8-24Hz_maxdist3_coh9600   1.37      5.32537
2004.1203247697833      36.78126     -121.47974    4.713      8.22337             21343010    SJBPK1036_freq8-24Hz_maxdist3_coh9600   2.11      8.22337
2011.4612648718924      36.78126     -121.47974    4.713     16.25586             71586740    SJBPK1036_freq8-24Hz_maxdist3_coh9600   2.07      8.03249
2013.8419032217148      36.78126     -121.47974    4.713     23.07061             72100946    SJBPK1036_freq8-24Hz_maxdist3_coh9600   1.79      6.81475
1998.9346250634196      36.65362     -121.27161    3.404      6.89525             30208542    SJBPK1037_freq8-24Hz_maxdist3_coh9600   1.81      6.89525
2004.1118040692675      36.65362     -121.27161    3.404     14.78749             21341898    SJBPK1037_freq8-24Hz_maxdist3_coh9600   2.04      7.89224
2004.1118040692675      36.23173     -120.79851    7.261      5.20176             21340156    SJBPK1038_freq8-24Hz_maxdist3_coh9600   1.33      5.20176
2005.6113994165398      36.23173     -120.79851    7.261     10.65368             21476459    SJBPK1038_freq8-24Hz_maxdist3_coh9600   1.41      5.45193
2019.8880924340435      36.23173     -120.79851    7.261     15.27909             73306831    SJBPK1038_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
1995.5232491121258      37.06651     -121.89780   14.524      4.93401             30076930    SJBPK1039_freq8-24Hz_maxdist3_coh9600   1.24      4.93401
2004.0522742423093      37.06651     -121.89780   14.524     10.32229             21335585    SJBPK1039_freq8-24Hz_maxdist3_coh9600   1.39      5.38828
2013.0714532914765      36.82570     -121.54698    5.908     12.18709             71929426     SJBPK103_freq8-24Hz_maxdist3_coh9600   2.78     12.18709
2017.6104613457635      36.82570     -121.54698    5.908     24.16138             72866926     SJBPK103_freq8-24Hz_maxdist3_coh9600   2.75     11.97430
1995.9501270611365      36.98821     -121.46724    4.849      6.85488             30091931    SJBPK1040_freq8-24Hz_maxdist3_coh9600   1.80      6.85488
2004.0486152853673      36.98821     -121.46724    4.849     13.95556             21335190    SJBPK1040_freq8-24Hz_maxdist3_coh9600   1.86      7.10068
2004.0482368510930      36.04213     -120.61976    4.693      8.12737             21335139    SJBPK1041_freq8-24Hz_maxdist3_coh9600   2.09      8.12737
2005.2685022831051      36.04213     -120.61976    4.693     12.67201             21449098    SJBPK1041_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2006.0216476090816      36.04213     -120.61976    4.693     17.24342             21502327    SJBPK1041_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2018.0208469051242      36.04213     -120.61976    4.693     21.92347             72951016    SJBPK1041_freq8-24Hz_maxdist3_coh9600   1.15      4.68004
1995.9497219051243      36.98754     -121.46700    4.822      6.54033             30091919    SJBPK1042_freq8-24Hz_maxdist3_coh9600   1.72      6.54033
2004.0453407710991      36.98754     -121.46700    4.822     12.81730             21334840    SJBPK1042_freq8-24Hz_maxdist3_coh9600   1.65      6.27697
2014.5809748541349      36.98754     -121.46700    4.822     18.87699             72269436    SJBPK1042_freq8-24Hz_maxdist3_coh9600   1.59      6.05968
2004.0302071948997      36.02595     -120.57500    9.156      4.96307             21333130    SJBPK1043_freq8-24Hz_maxdist3_coh9600   1.25      4.96307
2004.0574138585307      36.02595     -120.57500    9.156     11.16675             21336183    SJBPK1043_freq8-24Hz_maxdist3_coh9600   1.63      6.20369
2004.0070245142683      35.98015     -120.53791    5.574      4.57141             21330703    SJBPK1044_freq8-24Hz_maxdist3_coh9600   1.11      4.57141
2004.0070245142683      35.98015     -120.53791    5.574      9.11605             21421138    SJBPK1044_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2004.0070245142683      35.98015     -120.53791    5.574     13.66070             21457397    SJBPK1044_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
1993.7562708967530      35.85834     -120.39925    4.670      4.62541             30030621    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.13      4.62541
1993.7562708967530      35.85834     -120.39925    4.670     10.47533             21326702    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.53      5.84992
2004.7499189498583      35.85834     -120.39925    4.670     16.08968             21401601    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.46      5.61436
2004.7688784532484      35.85834     -120.39925    4.670     21.77036             21405604    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.48      5.68068
2004.8332543070735      35.85834     -120.39925    4.670     27.28669             30230151    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.43      5.51633
2004.8995864640256      35.85834     -120.39925    4.670     32.96736             21422564    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.48      5.68068
2004.9896105924913      35.85834     -120.39925    4.670     37.78684             21430587    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.20      4.81948
2005.2734296042618      35.85834     -120.39925    4.670     43.30317             21449342    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.43      5.51633
2005.5537799974632      35.85834     -120.39925    4.670     48.12265             21471048    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.20      4.81948
2007.8769194571285      35.85834     -120.39925    4.670     53.73700             40205701    SJBPK1045_freq8-24Hz_maxdist3_coh9600   1.46      5.61436
1995.9427445459157      36.96078     -121.58176    5.130      6.93586             30091704    SJBPK1046_freq8-24Hz_maxdist3_coh9600   1.82      6.93586
2003.9827808536277      36.96078     -121.58176    5.130     13.95364             21325906    SJBPK1046_freq8-24Hz_maxdist3_coh9600   1.84      7.01778
2014.8688225837138      36.96078     -121.58176    5.130     20.64940             72346261    SJBPK1046_freq8-24Hz_maxdist3_coh9600   1.76      6.69576
2003.9784765664638      37.20762     -122.11764   11.445      5.17130             21324953    SJBPK1047_freq8-24Hz_maxdist3_coh9600   1.32      5.17130
2010.6539980974126      37.20762     -122.11764   11.445     10.28223             71447390    SJBPK1047_freq8-24Hz_maxdist3_coh9600   1.30      5.11093
2003.9639780568239      36.81829     -121.53765    5.762     12.77321             21323165    SJBPK1048_freq8-24Hz_maxdist3_coh9600   2.86     12.77321
2012.8352805922384      36.81829     -121.53765    5.762     25.32339             71873265    SJBPK1048_freq8-24Hz_maxdist3_coh9600   2.83     12.55018
2003.9602693429731      35.96231     -120.51540    3.320      4.46529             21322928    SJBPK1049_freq8-24Hz_maxdist3_coh9600   1.07      4.46529
2005.1329682902081      35.96231     -120.51540    3.320      9.11794             21440306    SJBPK1049_freq8-24Hz_maxdist3_coh9600   1.14      4.65265
2012.9217295334952      36.06833     -120.61699    5.379      4.41316             71897566     SJBPK104_freq8-24Hz_maxdist3_coh9600   1.05      4.41316
2019.5422649353120      36.06833     -120.61699    5.379      8.95781             73226776     SJBPK104_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2003.9154928970065      35.99067     -120.54899    4.804      4.54465             21320913    SJBPK1050_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2004.8451627327463      35.99067     -120.54899    4.804      9.08929             21417306    SJBPK1050_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2005.1338904743784      35.99067     -120.54899    4.804     13.40001             21440400    SJBPK1050_freq8-24Hz_maxdist3_coh9600   1.01      4.31072
2003.9035071664130      35.97882     -120.53575    4.176      4.54465             21320324    SJBPK1051_freq8-24Hz_maxdist3_coh9600   1.10      4.54465
2004.8916109466707      35.97882     -120.53575    4.176      8.98380             21421742    SJBPK1051_freq8-24Hz_maxdist3_coh9600   1.06      4.43915
2005.1260434107053      35.97882     -120.53575    4.176     13.44909             21439846    SJBPK1051_freq8-24Hz_maxdist3_coh9600   1.07      4.46529
2005.2713545471843      35.97882     -120.53575    4.176     17.83642             21449234    SJBPK1051_freq8-24Hz_maxdist3_coh9600   1.04      4.38733
2005.6790051052765      35.97882     -120.53575    4.176     22.27557             21481707    SJBPK1051_freq8-24Hz_maxdist3_coh9600   1.06      4.43915
2005.6790081177066      35.97882     -120.53575    4.176     26.71472             21481709    SJBPK1051_freq8-24Hz_maxdist3_coh9600   1.06      4.43915
2005.6790081177066      36.44697     -121.01546    0.876      5.17130             21319794    SJBPK1052_freq8-24Hz_maxdist3_coh9600   1.32      5.17130
2005.1088886035009      36.44697     -121.01546    0.876     10.31233             21438467    SJBPK1052_freq8-24Hz_maxdist3_coh9600   1.31      5.14103
2006.5213876204973      36.44697     -121.01546    0.876     15.82866             21526640    SJBPK1052_freq8-24Hz_maxdist3_coh9600   1.43      5.51633
2007.7675779426686      36.44697     -121.01546    0.876     20.59187             71072595    SJBPK1052_freq8-24Hz_maxdist3_coh9600   1.18      4.76321
2015.4116999302385      36.44697     -121.01546    0.876     25.24452             72458591    SJBPK1052_freq8-24Hz_maxdist3_coh9600   1.14      4.65265
2003.8939599822424      36.95296     -121.44817    4.473      4.87641             21319575    SJBPK1053_freq8-24Hz_maxdist3_coh9600   1.22      4.87641
2016.1101428101599      36.95296     -121.44817    4.473      9.26374             72588795    SJBPK1053_freq8-24Hz_maxdist3_coh9600   1.04      4.38733
1994.8058252156266      36.64219     -121.25616    5.004      4.33611             30061056    SJBPK1054_freq8-24Hz_maxdist3_coh9600   1.02      4.33611
2003.8898755707762      36.64219     -121.25616    5.004      9.35780             21319300    SJBPK1054_freq8-24Hz_maxdist3_coh9600   1.27      5.02169
2007.8074001458651      36.64219     -121.25616    5.004     13.77096             40204143    SJBPK1054_freq8-24Hz_maxdist3_coh9600   1.05      4.41316
2019.0754389269407      36.64219     -121.25616    5.004     18.13260             73137306    SJBPK1054_freq8-24Hz_maxdist3_coh9600   1.03      4.36164
